0,1
1,1
2,1
3,1
4,1
5,1
6,1
7,1
8,0
9,0
10,1
11,0
12,0
13,0
14,0
15,1
16,1
17,0
18,1
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,0
30,0
31,0
32,1
33,2
34,0
35,0
36,0
37,2
38,2
39,0
40,1
41,1
42,1
43,0
44,2
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,1
53,1
54,1
55,0
56,2
57,2
58,2
59,0
60,2
61,1
62,1
63,2
64,2
65,0
66,2
67,0
68,1
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,2
83,0
84,0
85,2
86,0
87,2
88,0
89,0
90,2
91,0
92,2
93,0
94,0
95,0
96,0
97,0
98,2
99,2
100,2
101,2
102,2
103,0
104,0
105,2
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,2
117,2
118,0
119,0
120,2
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,2
131,0
132,0
133,0
134,2
135,1
136,2
137,2
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,1
146,1
147,2
148,1
149,0
150,2
151,2
152,0
153,2
154,2
155,0
156,2
157,0
158,1
159,1
160,0
161,0
162,2
163,0
164,1
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,1
178,1
179,0
180,0
181,2
182,0
183,1
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,2
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,2
211,0
212,2
213,0
214,1
215,1
216,0
217,2
218,1
219,2
220,0
221,0
222,0
223,0
224,0
225,2
226,0
227,0
228,0
229,2
230,0
231,2
232,0
233,0
234,0
235,0
236,0
237,2
238,2
239,2
240,0
241,0
242,2
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,2
252,2
253,2
254,0
255,0
256,0
257,2
258,0
259,0
260,0
261,2
262,0
263,2
264,0
265,2
266,1
267,0
268,0
269,0
270,2
271,2
272,2
273,2
274,2
275,2
276,0
277,0
278,0
279,2
280,0
281,2
282,2
283,0
284,0
285,0
286,2
287,0
288,0
289,2
290,0
291,0
292,0
293,2
294,2
295,2
296,2
297,2
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,2
316,0
317,2
318,2
319,2
320,0
321,0
322,0
323,0
324,0
325,0
326,0
327,0
328,0
329,0
330,1
331,0
332,1
333,1
334,2
335,0
336,0
337,0
338,0
339,0
340,2
341,0
342,0
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,1
353,0
354,0
355,0
356,0
357,0
358,1
359,1
360,1
361,1
362,1
363,2
364,1
365,1
366,1
367,1
368,1
369,1
370,1
371,0
372,0
373,0
374,0
375,0
376,0
377,0
378,0
379,1
380,1
381,1
382,1
383,1
384,0
385,0
386,0
387,1
388,1
389,1
390,1
391,1
392,0
393,0
394,1
395,1
396,0
397,0
398,0
399,0
400,0
401,0
402,0
403,1
404,1
405,1
406,0
407,0
408,0
409,0
410,0
411,1
412,1
413,1
414,1
415,1
416,1
417,1
418,1
419,1
420,1
421,1
422,1
423,1
424,0
425,0
426,0
427,0
428,1
429,1
430,1
431,1
432,1
433,0
434,0
435,0
436,1
437,1
438,0
439,0
440,0
441,0
442,0
443,1
444,0
445,0
446,1
447,0
448,0
449,0
450,1
451,0
452,2
453,0
454,0
455,0
456,1
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,2
466,0
467,2
468,2
469,2
470,1
471,1
472,0
473,0
474,0
475,0
476,2
477,0
478,0
479,2
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,2
488,0
489,0
490,0
491,0
492,0
493,1
494,0
495,1
496,1
497,0
498,2
499,2
