0.368104,0.348044,0.283852
0.159420,0.207729,0.632850
0.072398,0.217195,0.710407
0.095890,0.296804,0.607306
0.075342,0.493151,0.431507
0.071146,0.102767,0.826087
0.122363,0.282700,0.594937
0.084211,0.268421,0.647368
0.070352,0.668342,0.261307
0.042945,0.110429,0.846626
0.067308,0.269231,0.663462
0.000000,0.000000,0.000000
0.010989,0.307692,0.681319
0.111111,0.148148,0.740741
0.145278,0.447942,0.406780
0.148148,0.672840,0.179012
0.819742,0.090129,0.090129
0.449438,0.389513,0.161049
0.054945,0.774725,0.170330
0.021978,0.967033,0.010989
0.093750,0.812500,0.093750
0.046729,0.897196,0.056075
0.034483,0.948276,0.017241
0.000000,0.979381,0.020619
0.048780,0.934959,0.016260
0.000000,0.000000,0.000000
0.375000,0.278409,0.346591
0.156627,0.377510,0.465863
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.500000,0.125000,0.375000
0.818182,0.000000,0.181818
0.517413,0.099502,0.383085
0.083333,0.821429,0.095238
0.014286,0.900000,0.085714
0.044444,0.844444,0.111111
0.197802,0.527473,0.274725
0.039062,0.781250,0.179688
0.146341,0.560976,0.292683
0.000000,0.803922,0.196078
0.119205,0.152318,0.728477
0.076023,0.801170,0.122807
0.234899,0.261745,0.503356
0.924490,0.044898,0.030612
0.000000,0.000000,0.000000
0.901639,0.073770,0.024590
0.944338,0.046065,0.009597
0.936937,0.054054,0.009009
0.950000,0.031250,0.018750
1.000000,0.000000,0.000000
0.941441,0.042793,0.015766
0.654412,0.191176,0.154412
0.753247,0.129870,0.116883
0.945946,0.027027,0.027027
0.820513,0.089744,0.089744
0.901235,0.074074,0.024691
0.827160,0.123457,0.049383
0.722222,0.129630,0.148148
0.924324,0.037838,0.037838
0.818182,0.064935,0.116883
0.870000,0.085000,0.045000
0.748344,0.140965,0.110691
0.957333,0.024000,0.018667
0.682584,0.117978,0.199438
0.934256,0.038062,0.027682
0.000000,0.000000,0.000000
0.904762,0.057337,0.037901
0.000000,0.000000,0.000000
0.000000,0.000000,0.000000
0.938462,0.025641,0.035897
0.000000,0.000000,0.000000
0.948424,0.014327,0.037249
0.927336,0.017301,0.055363
0.977528,0.022472,0.000000
0.980000,0.010000,0.010000
0.974790,0.008403,0.016807
0.915789,0.021053,0.063158
0.990654,0.009346,0.000000
0.973333,0.013333,0.013333
0.923077,0.076923,0.000000
0.982684,0.008658,0.008658
0.932367,0.019324,0.048309
0.000000,0.000000,0.000000
0.902941,0.041176,0.055882
0.429293,0.050505,0.520202
0.897590,0.048193,0.054217
0.822222,0.066667,0.111111
0.722689,0.142857,0.134454
0.800000,0.200000,0.000000
0.814815,0.037037,0.148148
0.000000,0.000000,0.000000
0.251429,0.225714,0.522857
0.875000,0.062500,0.062500
0.045455,0.863636,0.090909
0.007752,0.310078,0.682171
0.082803,0.269427,0.647771
0.016438,0.595890,0.387671
0.977982,0.007339,0.014679
0.077720,0.554404,0.367876
0.812308,0.073846,0.113846
0.929897,0.024742,0.045361
0.742284,0.066358,0.191358
0.916667,0.000000,0.083333
0.782609,0.130435,0.086957
0.757261,0.107884,0.134855
0.008333,0.578333,0.413333
0.959330,0.019139,0.021531
1.000000,0.000000,0.000000
0.941834,0.022371,0.035794
0.970588,0.012605,0.016807
0.045177,0.760684,0.194139
0.795213,0.055851,0.148936
0.061651,0.519331,0.419018
0.945946,0.000000,0.054054
0.744280,0.074024,0.181696
0.144068,0.415254,0.440678
0.852381,0.039683,0.107937
0.832781,0.082781,0.084437
0.574194,0.264516,0.161290
0.023438,0.625000,0.351562
0.884211,0.059649,0.056140
0.620253,0.113924,0.265823
0.927562,0.027385,0.045053
0.037281,0.701754,0.260965
0.032086,0.647059,0.320856
0.131016,0.508021,0.360963
0.009569,0.923445,0.066986
0.017510,0.461089,0.521401
0.178295,0.674419,0.147287
0.820557,0.020906,0.158537
0.900000,0.100000,0.000000
0.377513,0.198809,0.423678
0.901333,0.034667,0.064000
0.000000,1.000000,0.000000
0.009202,0.861963,0.128834
0.048780,0.926829,0.024390
0.947368,0.026316,0.026316
0.125000,0.385417,0.489583
0.841060,0.062914,0.096026
0.088189,0.233858,0.677953
0.975610,0.000000,0.024390
0.145695,0.673289,0.181015
0.715268,0.137552,0.147180
0.096591,0.153409,0.750000
0.104430,0.518987,0.376582
0.183007,0.267974,0.549020
0.047619,0.312925,0.639456
0.035533,0.812183,0.152284
0.042150,0.212856,0.744995
0.025316,0.898734,0.075949
0.023904,0.378486,0.597610
0.930233,0.027907,0.041860
1.000000,0.000000,0.000000
0.030960,0.842105,0.126935
0.015957,0.885638,0.098404
0.948956,0.009281,0.041763
0.048667,0.512746,0.438586
0.040000,0.040000,0.920000
0.047619,0.844156,0.108225
0.071429,0.857143,0.071429
0.216216,0.194595,0.589189
0.047170,0.867925,0.084906
0.088889,0.866667,0.044444
0.116564,0.312883,0.570552
0.921922,0.040040,0.038038
0.168067,0.386555,0.445378
0.659774,0.167293,0.172932
0.946667,0.026667,0.026667
0.037037,0.583083,0.379880
0.808081,0.090909,0.101010
0.349282,0.162679,0.488038
0.663129,0.106599,0.230272
0.738391,0.087639,0.173970
0.491150,0.146018,0.362832
0.248705,0.450777,0.300518
0.924939,0.012107,0.062954
0.728896,0.142857,0.128247
0.067308,0.716346,0.216346
0.000000,1.000000,0.000000
0.934524,0.011905,0.053571
0.675813,0.085366,0.238821
0.178248,0.664653,0.157100
